Iteration,Score,Parameter Values
2747,0.43786645080181547,"[-1.10731778  1.01360179  4.09927398  2.96561835  3.68003169  2.88918343
  3.29981499 -3.03757383  3.02582485  3.15306531  2.96035443 -0.74928125
  4.27494704 -0.51470881  0.02202196  2.76655749  3.04216483  2.94757996
  3.12771324  3.59184954  1.55107648  1.79106653  3.01685426  0.28606903
  2.59830849  3.26475204  3.29085827  3.18066663  2.18400652  3.15970842
  3.49923707  3.13887273  2.34635852  3.18214631  3.16969071  3.2422658
  3.7326947   3.19905856  2.9416283   3.19188026  4.26542917  3.06789976
  3.17136192  3.11791119  2.0911322   2.74812266  3.3498734   1.72294204
  1.04496332  3.28062954  3.36490835  3.21553423 -1.7129501   3.33689399
 -2.38509217  0.4413178   3.50220722  2.55327275  2.59573952]"
2748,0.437872460199307,"[-1.08732403  1.03666262  4.06761856  3.02372638  3.66372864  2.84201364
  3.29287794 -3.08094306  3.02593775  3.12741778  2.89703818 -0.6881626
  4.24907852 -0.54062299  0.0327987   2.76188402  3.06061295  2.96943728
  3.10399387  3.62532935  1.54847733  1.81405595  3.02253546  0.3156514
  2.63160453  3.23548383  3.25802862  3.22399117  2.18962529  3.15436938
  3.50236067  3.12322035  2.36688103  3.13239846  3.19934055  3.20417723
  3.76528861  3.22437315  2.92397563  3.211276    4.24806991  3.09153429
  3.15433621  3.11336849  2.1043725   2.76690572  3.3814034   1.72705038
  1.027909    3.27412027  3.41778319  3.21026631 -1.73068254  3.37176851
 -2.35926675  0.42792717  3.5076508   2.6155394   2.5616082 ]"
2749,0.4378791027462222,"[-1.11843873  0.97872247  4.10484188  2.95913956  3.69135602  2.88057312
  3.30593144 -3.00839704  3.04450794  3.13528832  2.98085805 -0.73581698
  4.27921802 -0.51682612  0.01865755  2.78724068  3.03095943  2.92998907
  3.14364671  3.57011161  1.54557546  1.78210275  3.00324517  0.26145713
  2.59172057  3.28737028  3.3239638   3.18480337  2.16088699  3.14493325
  3.474842    3.15848667  2.38188701  3.17272994  3.19798244  3.25750687
  3.74203683  3.20905798  2.94476558  3.17417967  4.26548528  3.09811566
  3.15737156  3.13421511  2.08134374  2.7480121   3.32188424  1.73194469
  1.0274632   3.29901921  3.3318222   3.21080948 -1.71867883  3.33384181
 -2.37146332  0.45502925  3.49601753  2.52271954  2.56999311]"
2750,0.4378758413949737,"[-1.10152405  1.03257178  4.10336326  2.96179412  3.67145579  2.89488115
  3.30172418 -3.04754368  3.00895908  3.16162279  2.94931484 -0.75553421
  4.27559028 -0.51278205  0.0190289   2.76181353  3.04610378  2.9517525
  3.12428612  3.59574746  1.54769707  1.79796382  3.02533794  0.29262542
  2.6059814   3.25361367  3.26487436  3.1747661   2.19553493  3.16017595
  3.51546638  3.13468396  2.32767946  3.18475672  3.15329824  3.23285158
  3.73240429  3.18702888  2.93786099  3.20215088  4.27073273  3.05206306
  3.17673493  3.11075946  2.09239259  2.74374592  3.35946013  1.71703694
  1.05862618  3.26628004  3.38039024  3.2235261  -1.7090033   3.33662883
 -2.39405978  0.44007449  3.50121383  2.56991499  2.60534464]"
2751,0.4378680276478927,"[-1.11201069  1.00988693  4.10164915  2.96245676  3.68553785  2.89145535
  3.30082038 -3.03362511  3.02931061  3.15169715  2.96596864 -0.75038696
  4.27650405 -0.51028262  0.0184752   2.76973112  3.04027911  2.94746514
  3.12899244  3.58897147  1.55247349  1.78851872  3.01368746  0.28036561
  2.59551582  3.26814684  3.29763602  3.17615408  2.18113917  3.15982219
  3.49801219  3.14314493  2.34709816  3.18464079  3.17090754  3.24824498
  3.72948856  3.19610038  2.94226741  3.18838394  4.26708506  3.06676533
  3.17208721  3.1172236   2.08985306  2.74858752  3.34470686  1.72366836
  1.04351302  3.28101226  3.35923141  3.21275532 -1.71150542  3.33378383
 -2.38798283  0.44282117  3.50256904  2.54591628  2.59866132]"
2752,0.4378723405424552,"[-1.11777665  1.01005032  4.10302239  2.96107218  3.69140699  2.89613349
  3.29948707 -3.03083319  3.03657152  3.15199878  2.97320811 -0.75034699
  4.27947312 -0.50727281  0.01640179  2.77312935  3.03853062  2.95390252
  3.13091521  3.58868134  1.55656896  1.78361225  3.0133462   0.27585689
  2.59212899  3.27034127  3.30738384  3.17472396  2.17928882  3.15973125
  3.49872469  3.14377785  2.34658584  3.1902331   3.17270678  3.25566359
  3.72436096  3.19337557  2.94228465  3.18677532  4.26741882  3.0626812
  3.17125575  3.11456625  2.09232883  2.75053655  3.34372794  1.72665322
  1.04168648  3.28224952  3.3554596   3.20763655 -1.71305766  3.33446626
 -2.39071318  0.4428878   3.50712218  2.53912901  2.60588295]"
2753,0.43787839746094037,"[-1.12538789e+00  1.00576713e+00  4.11123299e+00  2.95072776e+00
  3.69735411e+00  2.89954487e+00  3.30155379e+00 -3.03146643e+00
  3.04001763e+00  3.14860416e+00  2.98169019e+00 -7.57199512e-01
  4.28168618e+00 -4.95999789e-01  2.53044840e-03  2.77970804e+00
  3.03725082e+00  2.94828266e+00  3.13402453e+00  3.58323726e+00
  1.55576091e+00  1.78167811e+00  3.01006895e+00  2.67633101e-01
  2.58767002e+00  3.27621495e+00  3.30876949e+00  3.16179359e+00
  2.17086067e+00  3.15923768e+00  3.49941556e+00  3.15611096e+00
  2.34855623e+00  3.19697258e+00  3.17255507e+00  3.26175445e+00
  3.72576754e+00  3.17900852e+00  2.94257851e+00  3.18437371e+00
  4.27127002e+00  3.05812055e+00  3.17344030e+00  3.10909067e+00
  2.08172472e+00  2.74640941e+00  3.33179232e+00  1.72776335e+00
  1.04025661e+00  3.28318109e+00  3.34902932e+00  3.21108452e+00
 -1.71167428e+00  3.32622615e+00 -2.40155632e+00  4.52090742e-01
  3.50594747e+00  2.52852640e+00  2.60687079e+00]"
2754,0.4378652890453004,"[-1.08685682  1.02468179  4.08417735  2.96492953  3.64615774  2.85759273
  3.29622872 -3.05468672  3.01945134  3.1482649   2.93507172 -0.7372393
  4.2638513  -0.54890439  0.04536168  2.76320824  3.04359662  2.93044051
  3.13351803  3.59686013  1.53707924  1.80985565  3.04008456  0.30725218
  2.62019836  3.25393764  3.27421089  3.22417955  2.197777    3.13782908
  3.49364709  3.14005784  2.3651523   3.15736293  3.1902335   3.21559862
  3.76047504  3.23586958  2.94317628  3.20588921  4.24581144  3.09920006
  3.15627678  3.12477291  2.09516719  2.74764627  3.35701597  1.72038062
  1.03125442  3.29393473  3.37638403  3.23387158 -1.71664616  3.35155332
 -2.36100498  0.45008864  3.48688001  2.57450344  2.56101528]"
2755,0.4378907537425889,"[-1.11849292  0.93152683  4.10214497  2.97455442  3.68692015  2.87004266
  3.29115733 -2.96350316  3.06430778  3.11994123  2.99865838 -0.70847264
  4.27785764 -0.54257377  0.05572869  2.77269873  3.01525123  2.91453977
  3.12710187  3.56455675  1.55919899  1.76693076  2.97809493  0.282455
  2.58606947  3.30684076  3.35537439  3.21719474  2.15202096  3.14269558
  3.43053546  3.14013682  2.41445005  3.15728675  3.21734633  3.25181951
  3.75675837  3.24488196  2.94072052  3.16469314  4.23531389  3.13347515
  3.1421457   3.17420742  2.10616427  2.74912601  3.32015679  1.75958728
  1.01670572  3.33141434  3.31621199  3.21203613 -1.73528669  3.36543605
 -2.34285024  0.42552963  3.50158075  2.52049851  2.54149642]"
2756,0.43786583582909466,"[-1.08695397  1.0256446   4.08452253  2.964494    3.6460863   2.85772402
  3.29659943 -3.05562468  3.01962843  3.14846588  2.93485357 -0.73767512
  4.26363522 -0.54816149  0.04423515  2.76367029  3.04381099  2.93042794
  3.13390797  3.59680135  1.53698357  1.80989245  3.04059332  0.30708397
  2.6205451   3.25366057  3.27366897  3.22353419  2.19746478  3.13793127
  3.49407339  3.14068884  2.36480287  3.1574471   3.19044444  3.21595525
  3.76076402  3.23540094  2.94314146  3.20640995  4.24633266  3.09848467
  3.15634033  3.12382994  2.09457406  2.74719009  3.35688958  1.72000533
  1.03104678  3.29360826  3.37658567  3.23385348 -1.71669268  3.35094405
 -2.36174752  0.45034608  3.48714119  2.57454337  2.56167168]"
2757,0.4378703554260916,"[-1.08211043  1.01813986  4.081452    2.97964604  3.65177143  2.86450106
  3.30151915 -3.05267732  3.01416996  3.14267062  2.92890313 -0.73446753
  4.2627411  -0.55025081  0.04507209  2.75271816  3.0528731   2.93014081
  3.12241924  3.60534564  1.54332561  1.80753885  3.03185557  0.31507562
  2.61324634  3.24923316  3.2695941   3.21022795  2.19722708  3.14857952
  3.48524017  3.13118486  2.356938    3.14946704  3.18484356  3.21793159
  3.76111001  3.23540119  2.93777186  3.19983144  4.25176675  3.09396545
  3.16226314  3.13041304  2.09117197  2.74735439  3.35666777  1.71795642
  1.03822268  3.28723151  3.38371169  3.23067187 -1.71533872  3.34625714
 -2.36568327  0.43935212  3.48714995  2.58386337  2.5656757 ]"
2758,0.437870543783469,"[-1.10664171  0.99218114  4.08055861  2.95755148  3.67591657  2.86158116
  3.29047165 -3.03889647  3.0489867   3.13154089  2.95811308 -0.73606515
  4.27050828 -0.54140323  0.04722067  2.77078637  3.04650479  2.91596849
  3.14333971  3.58452241  1.55561311  1.79352655  3.02054473  0.29003224
  2.59457594  3.27015875  3.31057028  3.21226883  2.18258779  3.13917932
  3.46918351  3.1490705   2.38339455  3.15386646  3.21666343  3.24532567
  3.75690288  3.23219547  2.94486868  3.19044977  4.24928652  3.11975387
  3.15226464  3.13923354  2.07394477  2.75836947  3.32126402  1.73014517
  1.0106859   3.31954004  3.3425805   3.22297828 -1.71265793  3.35718018
 -2.35753846  0.45450905  3.47813848  2.54590643  2.56297917]"
2759,0.4378664443025114,"[-1.08909062  1.02244357  4.08460125  2.96471298  3.64856117  2.85763116
  3.29683574 -3.05377999  3.02120038  3.14663104  2.93626606 -0.73619068
  4.26433786 -0.54719087  0.04410608  2.76440468  3.04385797  2.93011956
  3.13406738  3.59601261  1.53778896  1.80900351  3.038317    0.30506952
  2.61915353  3.25488702  3.27586435  3.22256077  2.19581862  3.13781577
  3.49293434  3.14125991  2.36652082  3.15703402  3.19134376  3.21763307
  3.76111524  3.23413294  2.94264906  3.20516155  4.24694944  3.09988594
  3.15589832  3.12475407  2.09335372  2.74837331  3.35441956  1.72106141
  1.03044026  3.29435959  3.37474737  3.23287438 -1.7167846   3.35127617
 -2.36220436  0.45041097  3.48650811  2.57244     2.5606322 ]"
2760,0.4378658085737926,"[-1.09213119  1.0237203   4.08478457  2.96374486  3.65492378  2.8631484
  3.29786261 -3.05736128  3.01514629  3.14361434  2.93312778 -0.737968
  4.26608451 -0.54304333  0.04005172  2.76513584  3.04646861  2.93491081
  3.13147782  3.59694419  1.54087272  1.80929783  3.03919304  0.30150709
  2.61910401  3.25500782  3.27322146  3.21319378  2.19618314  3.13807335
  3.49818711  3.14424216  2.36101363  3.15438252  3.18719166  3.22367463
  3.75802453  3.22281429  2.93767506  3.20258581  4.25507325  3.09395697
  3.15847575  3.12150448  2.09038053  2.74894019  3.35073847  1.71633386
  1.03383453  3.28803887  3.3764492   3.23016592 -1.71507445  3.35086451
 -2.37130929  0.44984905  3.48480738  2.57362984  2.56801055]"
2761,0.4378658874156835,"[-1.08860908  1.02396462  4.08232641  2.96941254  3.65041301  2.85161973
  3.29649521 -3.05560342  3.02362629  3.14226879  2.93228381 -0.72833966
  4.26217013 -0.54954687  0.04597871  2.76608694  3.04647213  2.92980028
  3.13239784  3.59816311  1.53677421  1.80926893  3.03846591  0.30526278
  2.62246196  3.25528939  3.27628368  3.2277817   2.19577594  3.13676741
  3.49015815  3.14261682  2.37249703  3.15137304  3.19689451  3.21528668
  3.76691264  3.23881352  2.94059821  3.20427796  4.24522762  3.10284554
  3.15356858  3.12765356  2.09240977  2.74900021  3.35412555  1.72337864
  1.02514484  3.29546981  3.37800468  3.23193248 -1.71886456  3.3563842
 -2.35934173  0.44902516  3.48628713  2.57634925  2.5568637 ]"
2762,0.43786627093680036,"[-1.08752227  1.02603086  4.08982427  2.96106565  3.64261364  2.87551944
  3.29561943 -3.04732702  3.01381849  3.15651382  2.94612696 -0.75444176
  4.26938291 -0.54443584  0.0425093   2.75987521  3.04064205  2.93104426
  3.12688625  3.59438705  1.54264199  1.80693109  3.03755589  0.31107777
  2.61249442  3.25713716  3.27601107  3.21086007  2.19890933  3.14557601
  3.49375169  3.13398201  2.34812419  3.17194141  3.17485206  3.22217083
  3.74621018  3.22394181  2.94567651  3.20439486  4.25076073  3.08458129
  3.16341583  3.12376785  2.09981395  2.74100186  3.35992076  1.71942015
  1.04252966  3.2911623   3.37173666  3.24055901 -1.71849381  3.34609947
 -2.36744457  0.44479424  3.49263474  2.56843866  2.57504618]"
2763,0.43786402838723104,"[-1.0929948   1.02905189  4.07194976  2.96434705  3.65187028  2.84547353
  3.29978017 -3.06960634  3.02735585  3.13142573  2.93270024 -0.72250854
  4.25770231 -0.55258559  0.03461502  2.76591524  3.05326476  2.92831125
  3.13682992  3.60097262  1.53658984  1.81696766  3.03711893  0.30775355
  2.62720507  3.26089462  3.28784345  3.22981379  2.18284745  3.12399282
  3.49017935  3.15779676  2.37815883  3.1465541   3.2043698   3.21722003
  3.76903864  3.24470524  2.94936005  3.19734898  4.23844694  3.09810897
  3.14990718  3.11965252  2.09082955  2.75115689  3.34905314  1.73221852
  1.02021962  3.30083308  3.37006912  3.22526773 -1.71845928  3.3595807
 -2.36585796  0.45114131  3.47991932  2.58000445  2.55883744]"
2764,0.43786833282197213,"[-1.13012794  1.03914667  4.07065009  2.9635378   3.69649461  2.84862907
  3.29613837 -3.07265537  3.06489591  3.11610211  2.96237004 -0.69805263
  4.26560357 -0.54258255  0.01808315  2.78188052  3.05852322  2.96015799
  3.14675326  3.61208887  1.55166703  1.80383749  3.034551    0.2882024
  2.6179788   3.2620711   3.33662032  3.23095449  2.16400218  3.11361494
  3.49452592  3.19023788  2.3883867   3.15553022  3.21706457  3.24590795
  3.75319371  3.23926691  2.95028283  3.1789849   4.23188566  3.07902331
  3.14942424  3.10167424  2.09562853  2.77011182  3.32477305  1.75216944
  1.00412391  3.30495825  3.36174052  3.18865191 -1.70990379  3.35495001
 -2.39166757  0.45740179  3.48507376  2.55165225  2.58235951]"
2765,0.4378641188381441,"[-1.0907603   1.02181883  4.07129453  2.97261061  3.65436081  2.85305124
  3.29770605 -3.06279012  3.02824862  3.13508434  2.93654729 -0.72464718
  4.25885079 -0.55669436  0.03985401  2.75966888  3.05190508  2.93549503
  3.13226549  3.60460593  1.54307154  1.81111773  3.03308118  0.30983979
  2.62019082  3.26182613  3.29697152  3.22454257  2.18053139  3.12992363
  3.4859944   3.14789843  2.37491229  3.1463271   3.20259115  3.22266577
  3.76061438  3.24474865  2.94898436  3.19342341  4.24146333  3.0970336
  3.15054459  3.1241631   2.09682644  2.75481342  3.35312409  1.72886413
  1.02444882  3.3004002   3.36781668  3.21824955 -1.72052906  3.36114278
 -2.36603677  0.43911245  3.48694623  2.57723964  2.56684263]"
2766,0.43786752238669563,"[-1.11590415  1.02123637  4.06294357  2.97469987  3.68124038  2.83863741
  3.3007719  -3.07679846  3.04733174  3.10733951  2.93051147 -0.70077667
  4.25912306 -0.54035399  0.0257359   2.77191466  3.06186035  2.92428404
  3.1316625   3.59837592  1.54432896  1.81603091  3.02355823  0.29637179
  2.61606913  3.26967595  3.29511907  3.21869771  2.17441772  3.12624524
  3.48344837  3.16293373  2.39466942  3.14023968  3.22817136  3.22724075
  3.77902799  3.23515332  2.94237969  3.18897977  4.24789407  3.1118328
  3.14793414  3.11619376  2.0757368   2.76410745  3.3247694   1.73500731
  1.00107518  3.30900382  3.37071015  3.20984057 -1.7189034   3.37316575
 -2.37067946  0.45871546  3.47481437  2.5806804   2.55632368]"
2767,0.4378589076453643,"[-1.08003006  1.01486877  4.07073941  2.98234778  3.63386455  2.8492189
  3.29346112 -3.04482301  3.03152263  3.14289923  2.94654996 -0.72557128
  4.25824467 -0.56695462  0.05025492  2.74958647  3.0451813   2.92145364
  3.12310566  3.60098963  1.53620836  1.81042276  3.02156878  0.32448025
  2.62246938  3.2694459   3.29584482  3.2387009   2.18831814  3.14230505
  3.4691589   3.1306877   2.37622336  3.16176425  3.19172724  3.20175488
  3.75578713  3.2716957   2.96553587  3.19433708  4.21807294  3.10256734
  3.15573827  3.14056599  2.10464151  2.74524635  3.37047557  1.74241246
  1.0240255   3.30684989  3.36732182  3.23496421 -1.72244216  3.35610491
 -2.33882778  0.43893076  3.48958845  2.58444096  2.55169519]"
2768,0.43786352154609265,"[-1.06131877  1.0064578   4.07926642  3.0111425   3.61422211  2.86341987
  3.28504286 -3.02805431  3.02455272  3.15722916  2.95046567 -0.73051978
  4.2602739  -0.5832035   0.07242946  2.73065807  3.03557651  2.93526407
  3.10231472  3.60749712  1.54237493  1.8027018   3.01553945  0.34680451
  2.61244336  3.27247519  3.30223711  3.23826417  2.19372177  3.16460809
  3.45343885  3.09826735  2.3634949   3.16918483  3.17572803  3.19058495
  3.74114533  3.27442526  2.96776368  3.19465801  4.20404319  3.0962316
  3.16064306  3.15198748  2.128199    2.74432949  3.40099075  1.74879451
  1.04145134  3.30608533  3.37696737  3.2378197  -1.74042503  3.35468637
 -2.32598822  0.41406057  3.50676539  2.58498553  2.54736606]"
2769,0.4378636539957115,"[-1.08430248  1.00289878  4.0741356   2.98624399  3.63856667  2.85543981
  3.29547927 -3.03538914  3.0361608   3.14206456  2.95401    -0.72303685
  4.26233702 -0.56915419  0.05386408  2.7486534   3.04101183  2.92388256
  3.12051311  3.59831627  1.5410994   1.80475805  3.01430301  0.32264408
  2.61506945  3.27561233  3.30897418  3.23268568  2.18121053  3.14243463
  3.46342202  3.12684638  2.37779686  3.16135426  3.19200367  3.21012357
  3.75064132  3.26733552  2.96386642  3.18650243  4.21876868  3.10317171
  3.1547603   3.14432516  2.1054206   2.74901929  3.36738237  1.7438345
  1.02759753  3.30718469  3.36094264  3.22972191 -1.72481298  3.35981504
 -2.34129325  0.43435596  3.491705    2.57848935  2.55241822]"
2770,0.4378615133500647,"[-1.09231511  1.0438016   4.05732257  2.986922    3.64931605  2.85437192
  3.29030237 -3.075427    3.0165532   3.14356079  2.92451895 -0.72603409
  4.2574645  -0.55847094  0.02880544  2.76550068  3.06123387  2.95372425
  3.12284868  3.61823774  1.53891147  1.8085868   3.04638622  0.31126409
  2.63189     3.24472839  3.28321356  3.2336793   2.19427866  3.14086502
  3.49939332  3.15128877  2.36783032  3.14677441  3.1982764   3.21889778
  3.7468071   3.25315749  2.94657547  3.20383076  4.24819283  3.09039696
  3.14992783  3.10915819  2.10965838  2.74859739  3.36372864  1.72427521
  1.02767996  3.28636914  3.38188879  3.21610678 -1.71471321  3.34631581
 -2.36132594  0.44343279  3.49916451  2.60175704  2.57368432]"
2771,0.43786138825771964,"[-1.07434396  1.01458389  4.07033873  2.98297398  3.62827883  2.85063116
  3.29358097 -3.04352335  3.02574509  3.14560311  2.94502076 -0.73032229
  4.25879123 -0.56958206  0.05378192  2.74656166  3.04429438  2.91779505
  3.12160099  3.59959365  1.53525215  1.81240079  3.02210096  0.32706616
  2.62193295  3.2698866   3.29157341  3.23837248  2.19104745  3.14360819
  3.46911249  3.12604992  2.37448946  3.16136162  3.18740096  3.1978478
  3.75559398  3.27274327  2.96656803  3.19541318  4.21842295  3.10416096
  3.15746629  3.14352121  2.10479113  2.74317642  3.37306236  1.73977508
  1.02751958  3.30577639  3.36873061  3.24001773 -1.72208134  3.35564109
 -2.33545886  0.43894852  3.48774235  2.58779715  2.5499148 ]"
2772,0.4378642705042876,"[-1.09577721  0.99875698  4.07271777  2.97866291  3.65459454  2.86283882
  3.29082667 -3.0351095   3.04058741  3.13507692  2.95818208 -0.72721049
  4.26673861 -0.55906003  0.04161931  2.75654396  3.04463047  2.92805476
  3.11926894  3.59653339  1.54919758  1.79724145  3.01098466  0.31329742
  2.61380402  3.28060807  3.31852901  3.22165482  2.17332406  3.14327196
  3.46916804  3.13812215  2.3791056   3.16257171  3.19338875  3.22695364
  3.74498346  3.25591061  2.96294629  3.18013563  4.22553286  3.09668522
  3.15916775  3.14081897  2.10140136  2.75297846  3.35638258  1.74313806
  1.02482003  3.30751164  3.35376167  3.22192841 -1.71857346  3.35653028
 -2.35224702  0.43800077  3.48961514  2.56914045  2.56492383]"
